City,Country,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed
Moscow,Russia,2023-09-17,48.37,186.51,93.73,38.54,4.38,182.11,-5.64,36.98,11.65
Mexico City,Mexico,2023-03-11,106.78,93.91,73.29,13.18,5.7,107.31,-9.57,64.1,6.99
Moscow,Russia,2023-11-14,130.54,118.77,74.01,30.53,7.65,62.71,-4.79,73.64,7.56
Tokyo,Japan,2023-03-14,132.22,75.51,90.54,47.8,4.53,184.37,17.63,34.94,5.43
Sydney,Australia,2023-04-25,24.25,192.04,69.73,27.18,2.59,22.3,26.85,59.94,9.12
Johannesburg,South Africa,2023-01-28,124.82,11.81,9.38,7.14,5.68,47.58,22.26,32.92,13.66
Mexico City,Mexico,2023-08-16,22.61,129.53,77.81,33.51,7.37,77.11,13.08,32.65,18.81
Seoul,South Korea,2023-02-01,51.58,85.1,55.2,45.39,2.68,185.45,-3.51,65.35,7.42
Tokyo,Japan,2023-11-15,30.48,142.93,51.29,30.83,2.16,144.01,21.8,21.03,14.4
Mexico City,Mexico,2023-12-09,133.34,49.17,74.6,2.72,8.29,79.22,36.11,94.88,12.47
Seoul,South Korea,2023-06-16,24.42,181.6,22.24,15.78,8.97,40.54,35.83,10.4,10.66
Mexico City,Mexico,2023-08-23,136.34,86.4,15.41,12.27,8.14,119.47,-9.65,87.14,17.7
Moscow,Russia,2023-02-17,105.62,197.39,31.52,25.87,4.16,102.94,31.08,20.45,6.83
Tokyo,Japan,2023-04-22,53.88,152.98,93.71,27.61,7.82,173.66,22.91,62.45,7.57
Mexico City,Mexico,2023-12-21,110.13,127.43,62.78,16.62,2.84,130.9,23.27,84.05,15.92
Seoul,South Korea,2023-04-05,38.52,105.6,62.58,44.69,3.95,85.59,0.49,33.31,17.55
Moscow,Russia,2023-05-06,96.23,80.39,41.08,15.59,1.78,98.54,19.86,98.16,13.59
Seoul,South Korea,2023-02-02,124.58,113.47,58.75,18.27,4.36,134.82,30.31,51.35,3.08
Mexico City,Mexico,2023-12-01,70.71,184.15,8.72,13.62,7.65,122.93,26.6,89.98,8.11
Seoul,South Korea,2023-10-13,28.96,105.26,29.72,15.48,1.4,167.08,-3.56,83.82,2.91
Tokyo,Japan,2023-05-16,82.64,75.59,55.67,41.32,9.85,128.89,23.88,27.43,18.92
Johannesburg,South Africa,2023-07-18,18.42,134.29,73.42,15.12,6.12,103.71,35.01,14.75,4.79
Moscow,Russia,2023-05-13,148.58,134.42,67.55,30.39,6.22,92.54,35.86,58.41,5.67
Johannesburg,South Africa,2023-11-01,104.46,82.41,53.37,7.72,3.56,133.63,-4.99,55.79,0.63
Johannesburg,South Africa,2023-03-09,19.76,100.68,74.1,28.32,8.5,168.29,3.36,68.11,13.94
Tokyo,Japan,2023-03-20,69.91,170.79,74.69,42.42,8.97,50.96,33.35,73.25,11.97
Tokyo,Japan,2023-03-17,120.66,161.93,54.39,38.12,8.47,188.08,18.4,74.6,12.66
Tokyo,Japan,2023-09-28,131.86,70.14,5.41,45.65,1.83,139.02,16.57,34.56,16.91
Moscow,Russia,2023-02-01,21.62,24.81,82.3,31.62,3.63,138.21,38.98,58.22,3.54
Sydney,Australia,2023-10-04,127.25,104.82,6.8,32.11,4.0,118.64,-1.03,17.46,19.16
Tokyo,Japan,2023-05-04,145.66,192.24,35.93,4.4,3.21,149.01,-8.33,33.4,5.93
Sydney,Australia,2023-08-24,36.27,12.69,70.68,29.65,7.67,160.42,13.36,76.03,4.0
Seoul,South Korea,2023-11-06,140.19,45.29,90.02,31.81,0.43,177.99,21.74,55.98,12.38
Seoul,South Korea,2023-06-22,19.85,49.66,79.71,33.63,7.25,67.8,-4.55,72.99,16.73
Moscow,Russia,2023-05-27,18.94,30.06,26.2,34.8,7.35,171.35,9.9,15.41,2.43
Moscow,Russia,2023-02-08,41.34,169.39,91.52,37.94,9.24,113.42,22.5,84.43,9.0
Seoul,South Korea,2023-04-23,120.63,14.35,96.05,38.52,9.2,73.61,-0.81,79.25,17.8
Seoul,South Korea,2023-07-20,89.62,149.35,18.05,40.31,2.96,166.76,36.9,40.06,1.13
Sydney,Australia,2023-06-04,31.22,74.9,65.33,33.98,1.76,81.87,12.23,54.8,1.61
Sydney,Australia,2023-09-27,149.35,47.78,35.95,33.3,6.49,124.14,38.22,17.31,9.9
Sydney,Australia,2023-07-06,65.73,106.47,48.59,36.39,9.67,72.43,17.43,48.86,9.65
Sydney,Australia,2023-04-01,85.42,34.44,25.44,11.02,3.49,141.69,20.45,55.44,1.29
Sydney,Australia,2023-01-28,14.48,163.63,7.14,34.27,2.32,21.04,8.23,21.94,6.01
Sydney,Australia,2023-07-04,15.53,143.04,5.29,35.27,9.31,182.5,15.22,63.85,5.86
Sydney,Australia,2023-02-08,19.85,184.61,77.2,38.22,9.14,155.63,11.32,68.8,15.02
Sydney,Australia,2023-08-25,141.92,150.83,54.33,32.05,3.15,55.72,-7.08,18.14,4.4
